id	x	y	z	longitude	latitude
99257	8.11930176673954	-7.420713270179652	63.04768	-42.42604866493605	80.10355771706757
99270	9.440347312924267	-5.456316115197437	63.06432	-30.026981315428145	80.19061328723913
99278	6.957686425808641	-8.318081534014823	63.07456	-50.08909371573151	80.24456825983593
99283	10.299592846945487	-3.272746960207833	63.08096	-17.627913965920413	80.27844070153975
99291	8.504514267069084	-6.570671171289747	63.0912	-37.69002636622372	80.33288108832294
99299	5.702308596688985	-9.0383597292057	63.10144	-57.75213876652697	80.38762684971014
99304	9.628264602873795	-4.549401199218103	63.10784	-25.29095901671593	80.42200034927556
99312	7.4406429618637855	-7.532915068395963	63.11808	-45.35307141701918	80.47725360473434
99320	4.3796015197729075	-9.572580869629798	63.12832	-65.41518381732169	80.53282633741584
99325	8.800919186114006	-5.705344161493693	63.13472	-32.95400406751139	80.56772403778751
99333	6.272543119738373	-8.328819208592735	63.14496	-53.0161164678139	80.62382806703428
99338	9.726441108648094	-3.6472007773634667	63.15136	-20.554936718003603	80.65906266451522
99346	7.837721329848862	-6.7217862057367	63.1616	-40.61704911830611	80.7157136722521
99354	5.025535486551715	-8.947772018095282	63.17184	-60.67916151860862	80.77270941475975
99359	9.008059886081625	-4.833719850298193	63.17824	-28.217981768798325	80.80850966254958
99367	6.761060920430421	-7.583142522716345	63.18848	-48.280094169100835	80.86607939917684
