id	x	y	z	longitude	latitude
28360	40.42311510815011	41.16618967943045	-27.70048	45.52180686937405	-25.64665800664533
28593	40.022162252018454	41.75336838693987	-27.40224	46.212783210552175	-25.350845677879267
28737	40.890626949250425	41.026107036505856	-27.21792	45.094760005100035	-25.16838778454439
28970	40.48997205902993	41.61601844670602	-26.91968	45.78573634627816	-24.873736867039753
29203	40.079740254859125	42.200869107512766	-26.62144	46.476712687456285	-24.579786813807026
29347	40.954525082053095	41.470538475031695	-26.43712	45.358689482004145	-24.39846300380191
29436	39.66002099488285	42.78050813683087	-26.3232	47.16768902863441	-24.286524964594555
29491	41.81554403961546	40.72162532157796	-26.2528	44.240666276552	-24.217399106593916
29580	40.544682699573166	42.05814614479022	-26.13888	46.049665823182266	-24.10562024838512
29724	41.41573964418963	41.317034319165494	-25.95456	44.93164261773013	-23.924970743789356
29813	40.12535820190522	42.64055526795116	-25.84064	46.740642164360395	-23.813445674225107
29957	41.006369688099056	41.907408522366914	-25.65632	45.622618958908255	-23.63320306018647
30046	39.69664223552903	43.21761674901119	-25.5424	47.43161850553852	-23.521927181872165
30101	41.873534804349376	41.155610783815874	-25.472	44.50459575345611	-23.453208219225296
30334	41.4647190092934	41.748759082669075	-25.17376	45.19557209463424	-23.162484259121186
30423	40.15928650812997	43.07245205850638	-25.05984	47.004571641264505	-23.051602036649804
30478	42.327830358298364	40.986371706282014	-24.98944	44.07754888918209	-22.98312496960986
30567	41.04642901242285	42.336735467649504	-24.87552	45.88654843581236	-22.872390051373653
30656	39.72175501336251	43.64682513194298	-24.7616	47.69554798244263	-22.761745342212414
30711	41.919649204768945	41.58229975733802	-24.6912	44.76852523036022	-22.693414221426703
30800	40.618753921878486	42.919391161053085	-24.57728	46.57752477699049	-22.582914132292107
30944	41.50199650504666	42.17306947014285	-24.39296	45.45950157153835	-22.404314769685154
31033	40.1817848537265	43.4965789763659	-24.27904	47.268501118168615	-22.294045222771715
31088	42.37107956871369	41.40813163537005	-24.20864	44.3414783660862	-22.225944626292378
31177	41.07496063071617	42.75853221646782	-24.09472	46.15047791271647	-22.115815446704534
31266	39.735614911762944	44.068153341660256	-23.9808	47.95947745934674	-22.005772223006264
31321	41.95414259241322	42.001698670118785	-23.9104	45.03245470726433	-21.93781069165841
31410	40.63863197159245	43.33854094321893	-23.79648	46.8414542538946	-21.8279052609214
31554	41.52782356600127	42.5899726462165	-23.61216	45.72343104844245	-21.650259187015436
31698	42.40278613289551	41.82272158889621	-23.42784	44.60540784299031	-21.472831478949104
31787	41.092212172717204	43.172806637813025	-23.31392	46.41440738962058	-21.36327939521389
31876	39.738467827270405	44.48161614353727	-23.2	48.22340693625085	-21.253809185359685
31931	41.977260434385514	42.41380919304198	-23.1296	45.29638418416843	-21.18619973338831
32020	40.64740010344309	43.75005530245893	-23.01568	47.10538373079871	-21.0768607624324
32075	42.84784674833121	41.636236078122174	-22.94528	44.17836097871629	-21.009331945555562
32164	41.54244204752595	42.99947103486679	-22.83136	45.98736052534656	-20.900122703960058
32308	42.4231897158282	42.2301379771988	-22.64704	44.86933731989442	-20.723592585708346
32397	41.09842198448362	43.5795618776843	-22.53312	46.67833686652469	-20.61459009141497
32486	39.73055061361882	44.88722334137715	-22.4192	48.487336413154964	-20.50566554777975
32630	40.6452932534572	44.15393807720968	-22.23488	47.36931320770282	-20.329591748069117
32685	42.86553066174056	42.0390545495136	-22.16448	44.4422904556204	-20.262394312955454
32774	41.546084856461405	43.401562607653986	-22.05056	46.25129000225067	-20.15371819307958
32863	40.18315083745096	44.72245760560419	-21.93664	48.060289548880945	-20.045117673559496
32918	42.432521086565416	42.63037300447396	-21.86624	45.13326679679852	-19.9780425496355
33007	41.09381973575385	43.97879664273418	-21.75232	46.9422663434288	-19.86956319277426
33096	39.712091672636035	45.28498007534233	-21.6384	48.75126589005907	-19.761158010728398
33151	41.99030580310311	43.21614969617127	-21.568	45.82424313797665	-19.694202891652267
33295	42.87220733059025	42.43479784634874	-21.38368	44.70621993252451	-19.519034490012928
33384	41.53897653003702	43.7962411444114	-21.26976	46.51521947915478	-19.41086565335374
33473	40.16233578544624	45.1155983907059	-21.15584	48.324219025785055	-19.30276872698048
33528	42.431002690823526	43.023414911623725	-21.08544	45.39719627370263	-19.23600297609889
33617	41.07862697786564	44.370505456924526	-20.97152	47.20619582033291	-19.128021283531023
33672	43.30821740311895	42.23199602327345	-20.90112	44.27917306825049	-19.06132632071151
33706	39.68331149728853	45.67488709180536	-20.8576	49.01519536696318	-19.020110126795267
33761	41.98068047105549	43.606361730223945	-20.7872	46.08817261488076	-18.953458493354795
33850	40.60935282725461	44.93880235379163	-20.67328	47.89717216151104	-18.845660361685912
33905	42.8680941657795	42.8234496310078	-20.60288	44.970149409428615	-18.779078157062575
33994	41.521333768142775	44.183496469076395	-20.48896	46.77914895605889	-18.671391700246414
34083	40.13125170698975	45.500993191672556	-20.37504	48.58814850268916	-18.56377359440714
34138	42.41884917755344	43.40924819577475	-20.30464	45.66112575060674	-18.4973019724117
34227	41.053057657064535	44.7546788938021	-20.19072	47.47012529723702	-18.3897933801394
34282	43.30149965110764	42.61634488154427	-20.12032	44.5431025451546	-18.323389025832594
34316	39.64442317153648	46.05694098782659	-20.0768	49.27912484386729	-18.282351811851104
34371	41.96057493575881	43.98924993791745	-20.0064	46.35210209178487	-18.21598862558119
34460	40.57594916889373	45.319770393206454	-19.89248	48.16110163841515	-18.108654437842514
34515	42.85340104894621	43.20499002443786	-19.82208	45.234078886332725	-18.04235720640613
34604	41.493365923462754	44.563314663027704	-19.70816	47.043078432963	-17.93512909474939
34659	43.731139344334196	42.402191380031596	-19.63776	44.116055680880585	-17.868897015217865
34693	40.09010726837774	45.87863400355733	-19.59424	48.85207797959327	-17.827965896248923
34748	42.396267883917005	43.787853808671045	-19.52384	45.92505522751085	-17.761773685493385
34837	41.017318587482436	45.13130378669076	-19.40992	47.73405477414113	-17.65471447415058
34892	43.28425526219786	42.993676425336055	-19.33952	44.807032022058706	-17.58858612945824
34926	39.59563283113323	46.43113443264211	-19.296	49.5430543207714	-17.547718893071696
34981	41.93019406029521	44.364796074207135	-19.2256	46.61603156868898	-17.48162962744452
35070	40.532531315997474	45.69308035901371	-19.11168	48.42503111531925	-17.374735970866983
35125	42.82833079562347	43.57939578771429	-19.04128	45.498008363236835	-17.308709301554277
